time,plant_time,heater_on,fan_on,lower_bound,upper_bound,t_heater,ubound_h,lbound_h
1731408000280000000,1731408000235278594,True,False,36.5,37.75,20.994441316931905,57.41247284387071,56.600818118277935
1731408003352666000,1731408003205251556,True,True,36.5,37.75,22.385484433317348,57.41247284387071,56.600818118277935
1731408006425526000,1731408006245182519,True,True,36.5,37.75,23.761449975528237,57.41247284387071,56.600818118277935
1731408009496936000,1731408009325072446,True,True,36.5,37.75,25.12273239734098,57.41247284387071,56.600818118277935
1731408012363790000,1731408012245328056,True,True,36.5,37.75,26.46707794206668,57.41247284387071,56.600818118277935
1731408015278994000,1731408015245291591,True,True,36.5,37.75,27.795135936944302,57.49000314936477,56.67912932711826
1731408018305234000,1731408018205388268,True,True,36.5,37.75,29.10775470594932,57.41247284387071,56.600818118277935
1731408021272783000,1731408021195422788,True,True,36.5,37.75,30.406654083968824,57.49000314936477,56.67912932711826
1731408024344586000,1731408024235170357,True,True,36.5,37.75,31.684773762195718,57.49000314936477,56.67912932711826
1731408027272833000,1731408027195641667,True,True,36.5,37.75,32.95381987318811,57.49000314936477,56.67912932711826
1731408030386681000,1731408030236267516,True,True,36.5,37.75,34.20626089586747,57.49000314936477,56.67912932711826
1731408033355988000,1731408033275240391,True,True,36.5,37.75,35.43470770702814,57.49000314936477,56.67912932711826
1731408036325637000,1731408036195153044,True,True,36.5,37.75,36.653608617879094,57.49000314936477,56.67912932711826
1731408039318164000,1731408039235175450,True,True,36.5,37.75,37.8608451256167,57.49000314936477,56.67912932711826
1731408042470561000,1731408042285120106,True,True,36.5,37.75,39.05452306808276,57.49000314936477,56.67912932711826
1731408045337851000,1731408045235125683,True,True,36.5,37.75,40.244551362873075,57.49000314936477,56.67912932711826
1731408048408928000,1731408048275288752,True,True,36.5,37.75,41.417105164741784,57.49000314936477,56.67912932711826
1731408051378862000,1731408051235952108,True,True,36.5,37.75,42.54788881492304,57.49000314936477,56.67912932711826
1731408054278324000,1731408054235308324,True,True,36.5,37.75,43.70846111653971,57.49000314936477,56.67912932711826
1731408057317686000,1731408057235248243,True,True,36.5,37.75,44.85877892970285,57.49000314936477,56.67912932711826
1731408060389737000,1731408060235169390,True,True,36.5,37.75,46.00343323711337,57.49000314936477,56.67912932711826
1731408063319898000,1731408063275187368,True,True,36.5,37.75,47.135289306898656,57.49000314936477,56.67912932711826
1731408066329616000,1731408066236695533,True,True,36.5,37.75,48.247867743493615,57.49000314936477,56.67912932711826
1731408069505323000,1731408069315038535,True,True,36.5,37.75,49.3640922732036,57.49000314936477,56.67912932711826
1731408072371004000,1731408072285298149,True,True,36.5,37.75,50.46481625644038,57.49000314936477,56.67912932711826
1731408075341193000,1731408075235173880,True,True,36.5,37.75,51.555722433408704,57.49000314936477,56.67912932711826
1731408078309919000,1731408078237311948,True,True,36.5,37.75,52.64721068132547,57.49000314936477,56.67912932711826
1731408081381478000,1731408081236101042,True,True,36.5,37.75,53.72676518900482,57.49000314936477,56.67912932711826
1731408084351630000,1731408084235171688,True,True,36.5,37.75,54.804919384133534,57.49000314936477,56.67912932711826
1731408087321905000,1731408087235331017,True,True,36.5,37.75,55.875194856384155,57.49000314936477,56.67912932711826
1731408090393906000,1731408090235748059,True,True,36.5,37.75,56.942380956257644,57.49000314936477,56.67912932711826
1731408093363118000,1731408093275093493,False,True,36.5,37.75,58.005548303302014,57.49000314936477,56.67912932711826
1731408096332515000,1731408096235146712,False,True,36.5,37.75,57.670155174998214,57.49000314936477,56.67912932711826
1731408099405159000,1731408099276225355,False,True,36.5,37.75,57.341475463232086,57.49000314936477,56.67912932711826
1731408102374591000,1731408102275142251,False,True,36.5,37.75,57.032810532224715,57.49000314936477,56.67912932711826
1731408105446799000,1731408105285033576,False,True,36.5,37.75,56.74104520754086,57.49000314936477,56.67912932711826
1731408108417712000,1731408108275416965,True,True,36.5,37.75,56.4535350373536,57.49000314936477,56.67912932711826
1731408111490509000,1731408111355236524,False,True,36.5,37.75,57.57676204841482,57.49000314936477,56.67912932711826
1731408114457163000,1731408114285227236,False,True,36.5,37.75,57.29758360502785,57.41247284387071,56.600818118277935
1731408117427618000,1731408117285370647,False,True,36.5,37.75,57.03075657738239,57.49000314936477,56.67912932711826
1731408120705720000,1731408120594981386,False,True,36.5,37.75,56.77809858101287,57.49000314936477,56.67912932711826
1731408123366833000,1731408123315250366,True,True,36.5,37.75,56.53647772566325,57.49000314936477,56.67912932711826
1731408126388450000,1731408126285349061,False,True,36.5,37.75,57.70160071629655,57.49000314936477,56.67912932711826
1731408129613242000,1731408129515643178,False,True,36.5,37.75,57.469656555038966,57.49000314936477,56.67912932711826
1731408132377451000,1731408132275134840,False,True,36.5,37.75,57.23597162717165,57.49000314936477,56.67912932711826
1731408135450988000,1731408135275682173,False,True,36.5,37.75,57.01222418436026,57.49000314936477,56.67912932711826
1731408138419463000,1731408138315076966,False,True,36.5,37.75,56.79539259580481,57.49000314936477,56.67912932711826
1731408141491772000,1731408141355375384,True,True,36.5,37.75,56.582506125025766,57.49000314936477,56.67912932711826
1731408144461209000,1731408144275280491,False,True,36.5,37.75,57.76533165367328,57.49000314936477,56.67912932711826
1731408147431128000,1731408147315245484,False,True,36.5,37.75,57.540319674313,57.49000314936477,56.67912932711826
1731408150402500000,1731408150315040889,False,True,36.5,37.75,57.32140595795666,57.49000314936477,56.67912932711826
1731408153474534000,1731408153315304203,False,True,36.5,37.75,57.10570776337983,57.49000314936477,56.67912932711826
