time,t1,time_t1,t2,time_t2,t3,time_t3,average_temperature,heater_on,fan_on,execution_interval,elapsed
1731602245961075733,37.625,1731602245800909955,38.437,1731602245921570183,20.437,1731602245960688444,38.031,False,True,3.0,1.30173659324646
1731602248921236603,37.625,1731602248920784276,38.5,1731602248840995022,20.437,1731602248881769220,38.0625,False,True,3.0,1.2601542472839355
1731602252081052562,37.625,1731602251960912116,38.437,1731602252080697330,20.437,1731602252041542027,38.031,False,True,3.0,1.4181647300720215
1731602254921728128,37.625,1731602254840515458,38.437,1731602254881043708,20.437,1731602254920504279,38.031,False,True,3.0,1.2581570148468018
1731602257932082907,37.625,1731602257800948162,38.437,1731602257931619986,20.5,1731602257890951879,38.031,True,True,3.0,1.2667129039764404
1731602261001008173,37.625,1731602260960672185,38.437,1731602260841015666,20.437,1731602261000684349,38.031,False,True,3.0,1.3349952697753906
1731602263921348830,37.625,1731602263800935581,38.437,1731602263880836650,20.5,1731602263920975041,38.031,False,True,3.0,1.2536396980285645
1731602267001251749,37.625,1731602266960811421,38.437,1731602266920945128,20.437,1731602267000877219,38.031,False,True,3.0,1.3322954177856445
1731602269921269725,37.625,1731602269800936526,38.437,1731602269920799805,20.437,1731602269881796998,38.031,False,True,3.0,1.2505967617034912
1731602272921019009,37.625,1731602272920673758,38.437,1731602272880868612,20.437,1731602272841089578,38.031,False,True,3.0,1.2485661506652832
1731602275921333157,37.625,1731602275801087303,38.437,1731602275880835638,20.437,1731602275920864903,38.031,True,True,3.0,1.2481849193572998
1731602278921464352,37.625,1731602278840926306,38.437,1731602278880845921,20.5,1731602278921009617,38.031,False,True,3.0,1.246495246887207
1731602281931867649,37.625,1731602281800936464,38.437,1731602281891766398,20.437,1731602281931435378,38.031,False,True,3.0,1.2560465335845947
1731602284931390705,37.625,1731602284840913296,38.437,1731602284880873582,20.437,1731602284930879635,38.031,False,True,3.0,1.2536609172821045
1731602287921381296,37.625,1731602287920869319,38.437,1731602287800943031,20.437,1731602287880970089,38.031,False,True,3.0,1.2418465614318848
1731602290921216992,37.625,1731602290880991030,38.437,1731602290841026445,20.5,1731602290920818092,38.031,False,True,3.0,1.2406132221221924
1731602293921182108,37.625,1731602293800909302,38.437,1731602293920778263,20.437,1731602293880915717,38.031,False,True,3.0,1.2387521266937256
1731602296921503445,37.625,1731602296840967939,38.437,1731602296920997394,20.437,1731602296880820337,38.031,True,True,3.0,1.2374284267425537
1731602299921344331,37.625,1731602299800964773,38.437,1731602299920935208,20.437,1731602299880887283,38.031,False,True,3.0,1.2367923259735107
1731602302941604195,37.625,1731602302840934161,38.437,1731602302880822786,20.437,1731602302941094403,38.031,False,True,3.0,1.2552227973937988
1731602305921282270,37.625,1731602305801083377,38.437,1731602305880847351,20.437,1731602305920856517,38.031,False,True,3.0,1.233088731765747
1731602308961491179,37.625,1731602308841005236,38.437,1731602308921849485,20.5,1731602308960918237,38.031,False,True,3.0,1.2714612483978271
1731602312091474674,37.625,1731602311960951549,38.437,1731602312090863657,20.5,1731602312040834680,38.031,False,True,3.0,1.3996620178222656
1731602314970570898,37.625,1731602314840494431,38.437,1731602314970318539,20.437,1731602314930543690,38.031,True,True,3.0,1.2770509719848633
1731602317971593203,37.625,1731602317880972073,38.437,1731602317920831536,20.437,1731602317971219303,38.031,False,True,3.0,1.2763476371765137
1731602320961440888,37.625,1731602320921695389,38.437,1731602320840998283,20.5,1731602320960993467,38.031,False,True,3.0,1.264418601989746
1731602323971485171,37.625,1731602323920906117,38.437,1731602323880994131,20.5,1731602323971081659,38.031,False,True,3.0,1.272634506225586
1731602327001110072,37.625,1731602326961330163,38.437,1731602326920954255,20.5,1731602327000688856,38.031,False,True,3.0,1.3021659851074219
1731602329961300351,37.625,1731602329960811651,38.437,1731602329881116623,20.5,1731602329921491402,38.031,False,True,3.0,1.2606143951416016
1731602332961066193,37.625,1731602332841713847,38.375,1731602332920800341,20.5,1731602332960685738,38.0,True,True,3.0,1.2602999210357666
1731602335961373063,37.625,1731602335920810757,38.375,1731602335881715864,20.5,1731602335960788231,38.0,False,True,3.0,1.2588059902191162
